geneid	funcatid	gotermid	pubmedid
NCU05198	34.11.03.13	 GO:0005034	PMID:15486203
NCU05204	10.03.01	 GO:0000074	PMID:15486203
NCU05204	14.07.05	 GO:0016579	PMID:15486203
NCU05204	14.13	 GO:0030163	PMID:15486203
NCU05206	16.19.05	 GO:0005525	PMID:15486203
NCU05206	30.01.05.05	 GO:0007186	PMID:15486203
NCU05206	43.01.03.07	 GO:0048315	PMID:15486203
NCU05207	20.01.27	 GO:0015893	PMID:15486203
NCU05207	20.09.16	 GO:0046903	PMID:15486203
NCU05210	10.01.05.01	 GO:0006281	PMID:15486203
NCU05210	16.03.01	 GO:0003677	PMID:15486203
NCU05210	70.10	 GO:0005634	PMID:15486203
NCU05217	10.01.05.01	 GO:0006281	PMID:15486203
NCU05218	10.01.05.01	 GO:0006281	PMID:15486203
NCU05218	10.01.09.05	 GO:0006265	PMID:15486203
NCU05218	11.02.03.04	 GO:0045449	PMID:15486203
NCU05218	14.07.04	 GO:0006473	PMID:15486203
NCU05221	02.13.03	 GO:0009060	PMID:15486203
NCU05221	20.01.15	 GO:0006818	PMID:15486203
NCU05221	70.16	 GO:0005739	PMID:15486203
NCU05225	02.13.03	 GO:0009060	PMID:15486203
NCU05225	70.16	 GO:0005739	PMID:15486203
NCU05227	14.10	 GO:0006461	PMID:15486203
NCU05235	70.03	 GO:0005737	PMID:15486203
NCU05239	01.05.03	 GO:0000272	PMID:15486203
NCU05245	14.10	 GO:0006461	PMID:15486203
NCU05245	70.19	 GO:0005777	PMID:15486203
NCU05246	11.02.03.04	 GO:0045449	PMID:15486203
NCU05250	10.03.04.03	 GO:0030261	PMID:15486203
NCU05251	11.02.01	 GO:0009303	PMID:15486203
NCU05259	01.06	 GO:0006629	PMID:15486203
NCU05261	14.13	 GO:0030163	PMID:15486203
NCU05261	32.01.05	 GO:0009408	PMID:15486203
NCU05261	70.16	 GO:0005739	PMID:15486203
NCU05263	11.02.03.01	 GO:0006350	PMID:15486203
NCU05264	01.03.04	 GO:0006220	PMID:15486203
NCU05268	01.05.09.04	 GO:0046349	PMID:15486203
NCU05268	42.01	 GO:0007047	PMID:15486203
NCU05270	12.04.01	 GO:0006413	PMID:15486203
NCU05274	12.04.01	 GO:0006413	PMID:15486203
NCU05278	01.06	 GO:0006629	PMID:15486203
NCU05287	70.16	 GO:0005739	PMID:15486203
NCU05288	18.01.07	 GO:0005515	PMID:15486203
NCU05288	20.09.16	 GO:0046903	PMID:15486203
NCU05290	01.03.04	 GO:0006220	PMID:15486203
NCU05291	14.07.04	 GO:0006473	PMID:15486203
NCU05292	32.01	 GO:0006950	PMID:15486203
NCU05293	11.04.01	 GO:0006364	PMID:15486203
NCU05295	14.13.01.01	 GO:0043161	PMID:15486203
NCU05296	10.03.05.01	 GO:0007098	PMID:15486203
NCU05296	70.05	 GO:0005813	PMID:15486203
NCU05298	01.02	 GO:0006807	PMID:15486203
NCU05299	02.13	 GO:0045333	PMID:15486203
NCU05299	70.16	 GO:0005739	PMID:15486203
NCU05301	11.06.02	 GO:0006400	PMID:15486203
NCU05302	16.19.05	 GO:0005525	PMID:15486203
NCU05304	10.03.01	 GO:0000074	PMID:15486203
NCU05304	10.03.03	 GO:0000910	PMID:15486203
NCU05305	11.02.01	 GO:0009303	PMID:15486203
NCU05305	11.02.02	 GO:0009304	PMID:15486203
NCU05305	11.02.03.01	 GO:0006350	PMID:15486203
NCU05305	70.10	 GO:0005634	PMID:15486203
NCU05309	10.03.01	 GO:0000074	PMID:15486203
NCU05309	16.01	 GO:0005515	PMID:15486203
NCU05313	42.16	 GO:0007005	PMID:15486203
NCU05313	70.16	 GO:0005739	PMID:15486203
NCU05340	01.02	 GO:0006807	PMID:15486203
NCU05342	01.02.07	 GO:0006792	PMID:15486203
NCU05345	01.05	 GO:0005975	PMID:15486203
NCU05347	70.10.03	 GO:0005694	PMID:15486203
NCU05363	14.13	 GO:0030163	PMID:15486203
NCU05385	10.01.05	 GO:0006281	PMID:15486203
NCU05389	14.13	 GO:0030163	PMID:15486203
NCU05390	01.04	 GO:0006796	PMID:15486203
NCU05390	20.01.01.07.07	 GO:0006817	PMID:15486203
NCU05390	34.01.03.03	 GO:0030643	PMID:15486203
NCU05390	70.16	 GO:0005739	PMID:15486203
NCU05410	01.01	 GO:0006520	PMID:15486203
NCU05417	11.02.03.04	 GO:0045449	PMID:15486203
NCU05418	01.01.05	 GO:0006595	PMID:15486203
NCU05418	14.01	 GO:0006457	PMID:15486203
NCU05419	01.06	 GO:0006629	PMID:15486203
NCU05420	01.01.09	 GO:0009072	PMID:15486203
NCU05423	10.01.05.01	 GO:0006281	PMID:15486203
NCU05423	11.02.03.01	 GO:0006350	PMID:15486203
NCU05423	70.10	 GO:0005634	PMID:15486203
NCU05429	01.05.03	 GO:0000272	PMID:15486203
NCU05430	02.13.03	 GO:0009060	PMID:15486203
NCU05430	02.45.15	 GO:0006091	PMID:15486203
NCU05430	16.19.03	 GO:0005524	PMID:15486203
NCU05430	34.01.01.03	 GO:0030641	PMID:15486203
NCU05430	70.16	 GO:0005739	PMID:15486203
NCU05433	10.01.03	 GO:0006260	PMID:15486203
NCU05433	34.11.03.07	 GO:0019236	PMID:15486203
NCU05435	34.11.03.07	 GO:0019236	PMID:15486203
NCU05452	11.02.03	 GO:0009299	PMID:15486203
NCU05452	11.04.03.01	 GO:0008380	PMID:15486203
NCU05453	20.09.16	 GO:0046903	PMID:15486203
NCU05454	02.01	 GO:0006096	PMID:15486203
NCU05457	02.13.03	 GO:0009060	PMID:15486203
NCU05457	20.01.15	 GO:0006818	PMID:15486203
NCU05459	14.13	 GO:0030163	PMID:15486203
NCU05485	14.07.03	 GO:0006468	PMID:15486203
NCU05485	30.01.05.01	 GO:0007243	PMID:15486203
NCU05485	34.11.11	 GO:0048511	PMID:15486203
NCU05492	20.01.27	 GO:0015893	PMID:15486203
NCU05499	01.01.09.05.02	 GO:0006572	PMID:15486203
NCU05512	34.01.01	 GO:0030003	PMID:15486203
NCU05513	10.03.01	 GO:0000074	PMID:15486203
NCU05513	34.11.03.07	 GO:0019236	PMID:15486203
NCU05513	70.10	 GO:0005634	PMID:15486203
NCU05514	20.09.07	 GO:0016192	PMID:15486203
NCU05514	70.08	 GO:0005794	PMID:15486203
NCU05515	30.01	 GO:0007242	PMID:15486203
NCU05515	70.16	 GO:0005739	PMID:15486203
NCU05516	14.07	 GO:0006464	PMID:15486203
NCU05517	10.01.03	 GO:0006260	PMID:15486203
NCU05517	10.01.05.01	 GO:0006281	PMID:15486203
NCU05517	16.03.01	 GO:0003677	PMID:15486203
NCU05517	70.16	 GO:0005739	PMID:15486203
NCU05518	01.20.17.03	 GO:0009309	PMID:15486203
NCU05518	70.03	 GO:0005737	PMID:15486203
NCU05526	01.01.06.06.01	 GO:0009085	PMID:15486203
NCU05526	01.05	 GO:0005975	PMID:15486203
NCU05526	70.16	 GO:0005739	PMID:15486203
NCU05537	01.01.09.05.02	 GO:0006572	PMID:15486203
NCU05542	01.03.01	 GO:0006163	PMID:15486203
NCU05544	01.05	 GO:0005975	PMID:15486203
NCU05544	16.01	 GO:0005515	PMID:15486203
NCU05544	70.07	 GO:0005783	PMID:15486203
NCU05546	20.01.27	 GO:0015893	PMID:15486203
NCU05548	01.01	 GO:0006520	PMID:15486203
NCU05554	70.03	 GO:0005737	PMID:15486203
NCU05558	01.06	 GO:0006629	PMID:15486203
NCU05558	02.25	 GO:0019395	PMID:15486203
NCU05558	70.19	 GO:0005777	PMID:15486203
NCU05564	42.19	 GO:0007031	PMID:15486203
NCU05564	70.19	 GO:0005777	PMID:15486203
NCU05577	01.05.02.07	 GO:0009313	PMID:15486203
NCU05580	20.01.27	 GO:0015893	PMID:15486203
NCU05582	01.05.25	 GO:0043609	PMID:15486203
NCU05584	14.13	 GO:0030163	PMID:15486203
NCU05585	20.01.03	 GO:0008643	PMID:15486203
NCU05586	01.05	 GO:0005975	PMID:15486203
NCU05586	02.10	 GO:0006099	PMID:15486203
NCU05587	42.04.03	 GO:0030036	PMID:15486203
NCU05587	70.04.03	 GO:0015629	PMID:15486203
NCU05589	01.05.25	 GO:0043609	PMID:15486203
NCU05589	16.01	 GO:0005515	PMID:15486203
NCU05591	16.19.03	 GO:0005524	PMID:15486203
NCU05591	20.01.27	 GO:0015893	PMID:15486203
NCU05595	01.05.03	 GO:0000272	PMID:15486203
NCU05597	34.11.03.07	 GO:0019236	PMID:15486203
NCU05601	01.20.19.01	 GO:0006779	PMID:15486203
NCU05606	01.05.03	 GO:0000272	PMID:15486203
NCU05623	14.04	 GO:0006605	PMID:15486203
NCU05623	20.09.04	 GO:0006839	PMID:15486203
NCU05623	70.16	 GO:0005739	PMID:15486203
NCU05624	01.01.06.01.01	 GO:0006532	PMID:15486203
NCU05624	01.01.06.02.02	 GO:0006530	PMID:15486203
NCU05627	20.01.03	 GO:0008643	PMID:15486203
NCU05643	01.05	 GO:0005975	PMID:15486203
NCU05643	01.20	 GO:0019748	PMID:15486203
NCU05644	14.04	 GO:0006605	PMID:15486203
NCU05644	14.07	 GO:0006464	PMID:15486203
NCU05644	70.08	 GO:0005794	PMID:15486203
NCU05645	11.04.03.01	 GO:0008380	PMID:15486203
NCU05650	14.04	 GO:0006605	PMID:15486203
NCU05650	20.09.01	 GO:0051169	PMID:15486203
NCU05651	70.01	 GO:0005618	PMID:15486203
NCU05653	01.05	 GO:0005975	PMID:15486203
NCU05686	42.01	 GO:0007047	PMID:15486203
NCU05689	02.13	 GO:0045333	PMID:15486203
NCU05689	70.16	 GO:0005739	PMID:15486203
NCU05693	16.19.05	 GO:0005525	PMID:15486203
NCU05708	01.05.11.07.01	 GO:0019439	PMID:15486203
NCU05710	32.01	 GO:0006950	PMID:15486203
NCU05714	70.16	 GO:0005739	PMID:15486203
NCU05717	70.16	 GO:0005739	PMID:15486203
NCU05720	01.05.09.04	 GO:0046349	PMID:15486203
NCU05720	70.07	 GO:0005783	PMID:15486203
NCU05731	20.01.15	 GO:0006818	PMID:15486203
NCU05735	20.01.27	 GO:0015893	PMID:15486203
NCU05750	01.03.16	 GO:0006308	PMID:15486203
NCU05751	01.05.03	 GO:0000272	PMID:15486203
NCU05752	01.01.09.06.02	 GO:0006569	PMID:15486203
NCU05756	14.13	 GO:0030163	PMID:15486203
NCU05758	34.11.03.07	 GO:0019236	PMID:15486203
NCU05767	16.03.01	 GO:0003677	PMID:15486203
NCU05767	41.01.03.01	 GO:0030582	PMID:15486203
NCU05770	32.07.07.01	 GO:0004096	PMID:15486203
NCU05772	20.09.04	 GO:0006839	PMID:15486203
NCU05772	70.16	 GO:0005739	PMID:15486203
NCU05773	14.13	 GO:0030163	PMID:15486203
NCU05776	20.01.03	 GO:0008643	PMID:15486203
NCU05776	20.01.13	 GO:0006869	PMID:15486203
NCU05777	14.07.05	 GO:0016579	PMID:15486203
NCU05778	14.10	 GO:0006461	PMID:15486203
NCU05778	34.01.01.01	 GO:0006875	PMID:15486203
NCU05780	01.02.07	 GO:0006792	PMID:15486203
NCU05780	01.20.37.01	 GO:0042964	PMID:15486203
NCU05780	32.07.07.03	 GO:0004364	PMID:15486203
NCU05781	10.03.01.03	 GO:0000075	PMID:15486203
NCU05782	11.04.01	 GO:0006364	PMID:15486203
NCU05783	20.01.03	 GO:0008643	PMID:15486203
NCU05785	34.01.01.01	 GO:0006875	PMID:15486203
NCU05789	01.05.03	 GO:0000272	PMID:15486203
NCU05797	11.04.03.01	 GO:0008380	PMID:15486203
NCU05797	70.10	 GO:0005634	PMID:15486203
NCU05800	16.03.01	 GO:0003677	PMID:15486203
NCU05802	10.01	 GO:0006259	PMID:15486203
NCU05802	11.04.01	 GO:0006364	PMID:15486203
NCU05802	11.04.03	 GO:0006397	PMID:15486203
NCU05802	70.10	 GO:0005634	PMID:15486203
NCU05803	12.07	 GO:0006445	PMID:15486203
NCU05804	70.10	 GO:0005634	PMID:15486203
NCU05805	01.01	 GO:0006520	PMID:15486203
NCU05810	01.01.13	 GO:0006521	PMID:15486203
NCU05816	02.13	 GO:0045333	PMID:15486203
NCU05816	70.16	 GO:0005739	PMID:15486203
NCU05830	20.01.07	 GO:0006865	PMID:15486203
NCU05836	01.05	 GO:0005975	PMID:15486203
NCU05836	14.07.02	 GO:0006486	PMID:15486203
NCU05837	14.04	 GO:0006605	PMID:15486203
NCU05840	34.11.03.07	 GO:0019236	PMID:15486203
NCU05843	20.01.01.01	 GO:0006812	PMID:15486203
NCU05843	34.01.01	 GO:0030003	PMID:15486203
NCU05851	01.20.35.01	 GO:0009699	PMID:15486203
NCU05853	20.01.03	 GO:0008643	PMID:15486203
NCU05855	01.20	 GO:0019748	PMID:15486203
NCU05858	01.06	 GO:0006629	PMID:15486203
NCU05862	20.01.27	 GO:0015893	PMID:15486203
NCU05862	20.09.16	 GO:0046903	PMID:15486203
NCU05862	32.01.11	 GO:0042594	PMID:15486203
NCU05876	34.11.03.11	 GO:0009268	PMID:15486203
NCU05885	01.20	 GO:0019748	PMID:15486203
NCU05888	01.02	 GO:0006807	PMID:15486203
NCU05889	12.04.01	 GO:0006413	PMID:15486203
NCU05889	14.13	 GO:0030163	PMID:15486203
NCU05889	40.01	 GO:0016049	PMID:15486203
NCU05890	70.16	 GO:0005739	PMID:15486203
NCU05897	20.01.03	 GO:0008643	PMID:15486203
NCU05902	20.09.13	 GO:0007034	PMID:15486203
NCU05902	42.25	 GO:0007033	PMID:15486203
NCU05908	14.13	 GO:0030163	PMID:15486203
NCU05916	01.05	 GO:0005975	PMID:15486203
NCU05916	14.07.02.01	 GO:0006493	PMID:15486203
NCU05923	01.05.03	 GO:0000272	PMID:15486203
NCU05933	01.05	 GO:0005975	PMID:15486203
NCU05935	01.05.03	 GO:0000272	PMID:15486203
NCU05936	14.04	 GO:0006605	PMID:15486203
NCU05936	16.19.05	 GO:0005525	PMID:15486203
NCU05936	20.09.13	 GO:0007034	PMID:15486203
NCU05937	01.05	 GO:0005975	PMID:15486203
NCU05937	42.01	 GO:0007047	PMID:15486203
NCU05944	11.02.03.04	 GO:0045449	PMID:15486203
NCU05944	70.10	 GO:0005634	PMID:15486203
NCU05955	01.05.03	 GO:0000272	PMID:15486203
NCU05955	16.05	 GO:0030247	PMID:15486203
NCU05956	01.05.03	 GO:0000272	PMID:15486203
NCU05959	14.04	 GO:0006605	PMID:15486203
NCU05959	20.09.07	 GO:0016192	PMID:15486203
NCU05964	34.11.03.07	 GO:0019236	PMID:15486203
NCU05965	01.05.02.07	 GO:0009313	PMID:15486203
NCU05967	01.06.06.07	 GO:0016101	PMID:15486203
NCU05967	01.20	 GO:0019748	PMID:15486203
NCU05967	16.21.01	 GO:0020037	PMID:15486203
NCU05969	01.05.03	 GO:0000272	PMID:15486203
NCU05974	70.01	 GO:0005618	PMID:15486203
NCU05977	01.01.06.06.01.01	 GO:0009089	PMID:15486203
NCU05978	01.01.09.05.02	 GO:0006572	PMID:15486203
NCU05978	01.20.35.01.01	 GO:0042438	PMID:15486203
NCU05980	14.13	 GO:0030163	PMID:15486203
NCU05983	01.07.01	 GO:0051188	PMID:15486203
NCU05985	01.06.02.01	 GO:0008654	PMID:15486203
NCU05991	01.06	 GO:0006629	PMID:15486203
NCU05994	01.02.07	 GO:0006792	PMID:15486203
NCU05994	11.02.03.04.01	 GO:0016563	PMID:15486203
NCU05994	70.10	 GO:0005634	PMID:15486203
NCU05995	14.07.05	 GO:0016579	PMID:15486203
NCU05995	14.10	 GO:0006461	PMID:15486203
NCU05995	32.01	 GO:0006950	PMID:15486203
NCU06003	01.05	 GO:0005975	PMID:15486203
NCU06003	42.01	 GO:0007047	PMID:15486203
NCU06005	01.05	 GO:0005975	PMID:15486203
NCU06006	14.07.03	 GO:0006468	PMID:15486203
NCU06010	01.05.03	 GO:0000272	PMID:15486203
NCU06010	16.05	 GO:0030247	PMID:15486203
NCU06020	01.05.03	 GO:0000272	PMID:15486203
NCU06020	01.05.09.07	 GO:0046348	PMID:15486203
NCU06020	70.27	 GO:0005576	PMID:15486203
NCU06026	20.01.03	 GO:0008643	PMID:15486203
NCU06027	11.02.03.04.03	 GO:0016564	PMID:15486203
NCU06027	16.01	 GO:0005515	PMID:15486203
NCU06028	11.02.03.04.01	 GO:0016563	PMID:15486203
NCU06028	16.03.01	 GO:0003677	PMID:15486203
NCU06031	32.01.01	 GO:0006979	PMID:15486203
NCU06031	70.16	 GO:0005739	PMID:15486203
NCU06033	14.07	 GO:0006464	PMID:15486203
NCU06033	16.01	 GO:0005515	PMID:15486203
NCU06035	12.04.02	 GO:0006414	PMID:15486203
NCU06040	20.01.27	 GO:0015893	PMID:15486203
NCU06042	02.10	 GO:0006099	PMID:15486203
NCU06047	70.03	 GO:0005737	PMID:15486203
NCU06048	70.03	 GO:0005737	PMID:15486203
NCU06049	10.01.05.01	 GO:0006281	PMID:15486203
NCU06051	02.13	 GO:0045333	PMID:15486203
NCU06052	14.01	 GO:0006457	PMID:15486203
NCU06057	01.05	 GO:0005975	PMID:15486203
NCU06058	01.05.11.07.01.03	 GO:0019616	PMID:15486203
NCU06059	20.09.01	 GO:0051169	PMID:15486203
NCU06059	70.10	 GO:0005634	PMID:15486203
NCU06063	01.06	 GO:0006629	PMID:15486203
NCU06068	01.02.07.01	 GO:0006808	PMID:15486203
NCU06068	11.02.03.04	 GO:0045449	PMID:15486203
NCU06068	16.03.01	 GO:0003677	PMID:15486203
NCU06068	70.10	 GO:0005634	PMID:15486203
NCU06073	10.03.03	 GO:0000910	PMID:15486203
NCU06075	01.05	 GO:0005975	PMID:15486203
NCU06075	02.01	 GO:0006096	PMID:15486203
NCU06075	70.03	 GO:0005737	PMID:15486203
NCU06080	01.20	 GO:0019748	PMID:15486203
NCU06086	70.16	 GO:0005739	PMID:15486203
NCU06089	01.03.16	 GO:0006308	PMID:15486203
NCU06089	10.01.05.01	 GO:0006281	PMID:15486203
NCU06091	20.09.13	 GO:0007034	PMID:15486203
NCU06095	11.02.03.04	 GO:0045449	PMID:15486203
NCU06101	18.02.01	 GO:0050790	PMID:15486203
NCU06101	40.01	 GO:0016049	PMID:15486203
NCU06105	14.04	 GO:0006605	PMID:15486203
NCU06105	20.09.07	 GO:0016192	PMID:15486203
NCU06105	70.08	 GO:0005794	PMID:15486203
NCU06108	11.02.03.04	 GO:0045449	PMID:15486203
NCU06108	70.10	 GO:0005634	PMID:15486203
NCU06110	16.01	 GO:0005515	PMID:15486203
NCU06111	14.07.03	 GO:0006468	PMID:15486203
NCU06111	43.01.03.06	 GO:0030448	PMID:15486203
NCU06112	01.01.03.02.02	 GO:0006538	PMID:15486203
NCU06123	01.05	 GO:0005975	PMID:15486203
NCU06123	02.16.03.03	 GO:0019656	PMID:15486203
NCU06132	20.01.01.01.01.01	 GO:0015892	PMID:15486203
NCU06132	34.01.01.01	 GO:0006875	PMID:15486203
NCU06137	20.01.15	 GO:0006818	PMID:15486203
NCU06138	20.01.03	 GO:0008643	PMID:15486203
NCU06141	01.06	 GO:0006629	PMID:15486203
NCU06141	01.07.01	 GO:0051188	PMID:15486203
NCU06141	70.16	 GO:0005739	PMID:15486203
NCU06142	01.05	 GO:0005975	PMID:15486203
NCU06142	02.07	 GO:0006098	PMID:15486203
NCU06145	11.02.03.04	 GO:0045449	PMID:15486203
NCU06149	12.04.01	 GO:0006413	PMID:15486203
NCU06152	01.06	 GO:0006629	PMID:15486203
NCU06159	20.01.23	 GO:0015720	PMID:15486203
NCU06166	01.05	 GO:0005975	PMID:15486203
NCU06166	14.07.02	 GO:0006486	PMID:15486203
NCU06167	20.01.03	 GO:0008643	PMID:15486203
NCU06168	01.01	 GO:0006520	PMID:15486203
NCU06171	16.01	 GO:0005515	PMID:15486203
NCU06171	20.09.18.09.01	 GO:0006897	PMID:15486203
NCU06171	42.04.03	 GO:0030036	PMID:15486203
NCU06179	14.07.03	 GO:0006468	PMID:15486203
NCU06179	30.01	 GO:0007242	PMID:15486203
NCU06182	14.07.03	 GO:0006468	PMID:15486203
NCU06182	30.01.05.01.03	 GO:0000165	PMID:15486203
NCU06182	43.01.03.07	 GO:0048315	PMID:15486203
NCU06186	11.02.03.04	 GO:0045449	PMID:15486203
NCU06186	16.03.01	 GO:0003677	PMID:15486203
NCU06191	01.07.01	 GO:0051188	PMID:15486203
NCU06192	14.04	 GO:0006605	PMID:15486203
NCU06192	20.09.13	 GO:0007034	PMID:15486203
NCU06192	42.25	 GO:0007033	PMID:15486203
NCU06193	42.16	 GO:0007005	PMID:15486203
NCU06193	70.16	 GO:0005739	PMID:15486203
NCU06198	20.01.03	 GO:0008643	PMID:15486203
NCU06198	20.09.07	 GO:0016192	PMID:15486203
NCU06199	11.04.03.11	 GO:0043488	PMID:15486203
NCU06199	16.03.03	 GO:0003723	PMID:15486203
NCU06201	42.01	 GO:0007047	PMID:15486203
NCU06202	14.07.03	 GO:0006468	PMID:15486203
NCU06202	30.01	 GO:0007242	PMID:15486203
NCU06202	42.04.03	 GO:0030036	PMID:15486203
NCU06205	11.02.03.04.03	 GO:0016564	PMID:15486203
NCU06205	70.10	 GO:0005634	PMID:15486203
NCU06207	01.06	 GO:0006629	PMID:15486203
NCU06211	02.10	 GO:0006099	PMID:15486203
NCU06211	70.16	 GO:0005739	PMID:15486203
NCU06216	10.03.04.03	 GO:0030261	PMID:15486203
NCU06217	11.04.01	 GO:0006364	PMID:15486203
NCU06217	12.01	 GO:0007046	PMID:15486203
NCU06217	70.10.07	 GO:0005730	PMID:15486203
NCU06226	70.03	 GO:0005737	PMID:15486203
NCU06228	01.01	 GO:0006520	PMID:15486203
NCU06230	14.07.03	 GO:0006468	PMID:15486203
NCU06231	20.01.07	 GO:0006865	PMID:15486203
NCU06232	01.01.11.04.01	 GO:0009098	PMID:15486203
NCU06238	42.04.03	 GO:0030036	PMID:15486203
NCU06238	70.04.03	 GO:0015629	PMID:15486203
NCU06240	14.07.03	 GO:0006468	PMID:15486203
NCU06240	30.01.09.07	 GO:0019933	PMID:15486203
NCU06242	14.04	 GO:0006605	PMID:15486203
NCU06242	16.13.01	 GO:0005529	PMID:15486203
NCU06242	20.09.07	 GO:0016192	PMID:15486203
NCU06242	70.08	 GO:0005794	PMID:15486203
NCU06242	70.09	 GO:0030133	PMID:15486203
NCU06242	70.22	 GO:0005768	PMID:15486203
NCU06244	14.04	 GO:0006605	PMID:15486203
NCU06244	20.09.04	 GO:0006839	PMID:15486203
NCU06244	70.16	 GO:0005739	PMID:15486203
NCU06246	70.16	 GO:0005739	PMID:15486203
NCU06249	14.07.03	 GO:0006468	PMID:15486203
NCU06250	14.13	 GO:0030163	PMID:15486203
NCU06251	11.02.03.04	 GO:0045449	PMID:15486203
NCU06251	16.03.03	 GO:0003723	PMID:15486203
NCU06252	14.07.03	 GO:0006468	PMID:15486203
NCU06252	30.01.05.01	 GO:0007243	PMID:15486203
NCU06252	34.01.03.05	 GO:0030644	PMID:15486203
NCU06254	11.04.02	 GO:0008033	PMID:15486203
NCU06256	11.02.01	 GO:0009303	PMID:15486203
NCU06256	11.02.02	 GO:0009304	PMID:15486203
NCU06256	70.10	 GO:0005634	PMID:15486203
NCU06260	11.04.03.03	 GO:0006370	PMID:15486203
NCU06260	70.10	 GO:0005634	PMID:15486203
NCU06261	01.03.04	 GO:0006220	PMID:15486203
NCU06264	10.01.05	 GO:0006281	PMID:15486203
NCU06266	14.07.09	 GO:0018126	PMID:15486203
NCU06268	14.04	 GO:0006605	PMID:15486203
NCU06268	20.09.07	 GO:0016192	PMID:15486203
NCU06270	14.07.11	 GO:0016485	PMID:15486203
NCU06270	70.16	 GO:0005739	PMID:15486203
NCU06276	11.02.01	 GO:0009303	PMID:15486203
NCU06284	14.04	 GO:0006605	PMID:15486203
NCU06284	20.09.07	 GO:0016192	PMID:15486203
NCU06285	14.13	 GO:0030163	PMID:15486203
NCU06300	01.03.01	 GO:0006163	PMID:15486203
NCU06304	16.19.05	 GO:0005525	PMID:15486203
NCU06304	30.01	 GO:0007242	PMID:15486203
NCU06304	34.11.03.07	 GO:0019236	PMID:15486203
NCU06306	10.01.09.05	 GO:0006265	PMID:15486203
NCU06306	42.10.03	 GO:0051276	PMID:15486203
NCU06307	14.10	 GO:0006461	PMID:15486203
NCU06307	70.03	 GO:0005737	PMID:15486203
NCU06308	11.02.03.01	 GO:0006350	PMID:15486203
NCU06308	16.03.01	 GO:0003677	PMID:15486203
NCU06308	70.16	 GO:0005739	PMID:15486203
NCU06310	01.04	 GO:0006796	PMID:15486203
NCU06310	70.03	 GO:0005737	PMID:15486203
NCU06312	30.05.01	 GO:0007167	PMID:15486203
NCU06312	34.11.12	 GO:0009594	PMID:15486203
NCU06314	11.04.03.05	 GO:0031123	PMID:15486203
NCU06314	70.10	 GO:0005634	PMID:15486203
NCU06315	01.01.13	 GO:0006521	PMID:15486203
NCU06315	11.02.03.04	 GO:0045449	PMID:15486203
NCU06315	70.10	 GO:0005634	PMID:15486203
NCU06318	11.04.03.01	 GO:0008380	PMID:15486203
NCU06318	70.10	 GO:0005634	PMID:15486203
NCU06330	14.07.03	 GO:0006468	PMID:15486203
NCU06331	10.03.02	 GO:0007126	PMID:15486203
NCU06333	14.04	 GO:0006605	PMID:15486203
NCU06333	70.07	 GO:0005783	PMID:15486203
NCU06336	11.06.02	 GO:0006400	PMID:15486203
NCU06346	01.06	 GO:0006629	PMID:15486203
NCU06346	20.01.13	 GO:0006869	PMID:15486203
NCU06348	01.20	 GO:0019748	PMID:15486203
NCU06351	01.20	 GO:0019748	PMID:15486203
NCU06352	34.11.03.07	 GO:0019236	PMID:15486203
NCU06353	01.07	 GO:0006732	PMID:15486203
NCU06354	11.04.03.01	 GO:0008380	PMID:15486203
NCU06354	70.10	 GO:0005634	PMID:15486203
NCU06355	20.01.21	 GO:0050658	PMID:15486203
NCU06355	20.09.01	 GO:0051169	PMID:15486203
NCU06355	70.03	 GO:0005737	PMID:15486203
NCU06355	70.10	 GO:0005634	PMID:15486203
NCU06360	01.01.09.07.01	 GO:0000105	PMID:15486203
NCU06362	18.02.01.01.01	 GO:0043547	PMID:15486203
NCU06366	20.01.01.01	 GO:0006812	PMID:15486203
NCU06366	20.09.13	 GO:0007034	PMID:15486203
NCU06366	34.01.01.01	 GO:0006875	PMID:15486203
NCU06366	34.01.01.03	 GO:0030641	PMID:15486203
NCU06366	70.25	 GO:0005764	PMID:15486203
NCU06371	11.04.01	 GO:0006364	PMID:15486203
NCU06371	11.04.03.01	 GO:0008380	PMID:15486203
NCU06371	12.07	 GO:0006445	PMID:15486203
NCU06371	70.16	 GO:0005739	PMID:15486203
NCU06372	14.07.05	 GO:0016579	PMID:15486203
NCU06374	20.09.07	 GO:0016192	PMID:15486203
NCU06380	18.02.01.02	 GO:0004857	PMID:15486203
NCU06381	01.05.03	 GO:0000272	PMID:15486203
NCU06381	70.01	 GO:0005618	PMID:15486203
NCU06382	20.01.13	 GO:0006869	PMID:15486203
NCU06384	20.01.03	 GO:0008643	PMID:15486203
NCU06393	16.19.03	 GO:0005524	PMID:15486203
NCU06397	10.03.03	 GO:0000910	PMID:15486203
NCU06397	42.04	 GO:0007010	PMID:15486203
NCU06397	70.04	 GO:0005856	PMID:15486203
NCU06405	11.02.03.04	 GO:0045449	PMID:15486203
NCU06407	11.02.03.04	 GO:0045449	PMID:15486203
NCU06407	16.03.01	 GO:0003677	PMID:15486203
NCU06410	14.04	 GO:0006605	PMID:15486203
NCU06410	16.19.05	 GO:0005525	PMID:15486203
NCU06410	20.09.13	 GO:0007034	PMID:15486203
NCU06410	20.09.18.09.01	 GO:0006897	PMID:15486203
NCU06416	01.20	 GO:0019748	PMID:15486203
NCU06417	01.05	 GO:0005975	PMID:15486203
NCU06417	01.07	 GO:0006732	PMID:15486203
