geneid	geneidv1	geneidv2	geneidv3	geneidv4	geneidv5
NCU09528	NCU09528.1	NCU09528.2	NCU09528.3	NCU09528.4	NCU09528.5
NCU09529	NCU09529.1	NCU09529.2	NCU09529.3	NCU09529.4	NCU09529.5
NCU09530	NCU09530.1	NCU09530.2	NCU09530.3	NCU09530.4	NCU09530.5
NCU09532	NCU09532.1	NCU09532.2	NCU09532.3	NCU09532.4	NCU09532.5
NCU09533	NCU09533.1	NCU09533.2	NCU09533.3	NCU09533.4	NCU09533.5
NCU09534	NCU09534.1	NCU09534.2	NCU09534.3	NCU09534.4	NCU09534.5
NCU09535	NCU09535.1	NCU09535.2	NCU09535.3	NCU09535.4	NCU09535.5
NCU09536	NCU09536.1	NCU09536.2	NCU09536.3	NCU09536.4	NCU09536.5
NCU09537	NCU09537.1	NCU09537.2	NCU09537.3	NCU09537.4	NCU09537.5
NCU09538	NCU09538.1	NCU09538.2	NCU09538.3	NCU09538.4	NCU09538.5
NCU09539	NCU09539.1	NCU09539.2	NCU09539.3	NCU09539.4	NCU09539.5
NCU09540	NCU09540.1	NCU09540.2	NCU09540.3	NCU09540.4	NCU09540.5
NCU09541	NCU09541.1	NCU09541.2	NCU09541.3	NCU09541.4	NCU09541.5
NCU09542	NCU09542.1	NCU09542.2	NCU09542.3	NCU09542.4	NCU09542.5
NCU09543	NCU09543.1	NCU09543.2	NCU09543.3	NCU09543.4	NCU09543.5
NCU09544	NCU09544.1	NCU09544.2	NCU09544.3	NCU09544.4	NCU09544.5
NCU09545	NCU09545.1	NCU09545.2	NCU09545.3	NCU09545.4	NCU09545.5
NCU09546	NCU09546.1	NCU10582.2	NCU10582.3	NCU10582.4	NCU09546.5
NCU09547	NCU09547.1	NCU09547.2	NCU09547.3	NCU09547.4	NCU09547.5
NCU09548	NCU09548.1	NCU09548.2	NCU09548.3	NCU09548.4	NCU09548.5
NCU09549	NCU09549.1	NCU09549.2	NCU09549.3	NCU09549.4	NCU09549.5
NCU09550	NCU09550.1	NCU09550.2	NCU09550.3	NCU09550.4	NCU09550.5
NCU09551	NCU09551.1	NCU09551.2	NCU09551.3	NCU09551.4	NCU09551.5
NCU09552	NCU09552.1	NCU09552.2	NCU09552.3	NCU09552.4	NCU09552.5
NCU09553	NCU09553.1	NCU09553.2	NCU09553.3	NCU09553.4	NCU09553.5
NCU09556	NCU09556.1	NCU09556.2	NCU09556.3	NCU09556.4	NCU09556.5
NCU09559	NCU09559.1	NCU09559.2	NCU09559.3	NCU09559.4	NCU09559.5
NCU09560	NCU09560.1	NCU09560.2	NCU09560.3	NCU09560.4	NCU09560.5
NCU09561	NCU09561.1	NCU09561.2	NCU09561.3	NCU09561.4	NCU09561.5
NCU09562	NCU09562.1	NCU09562.2	NCU09562.3	NCU09562.4	NCU09562.5
NCU09564	NCU09564.1	NCU09564.2	NCU09564.3	NCU09564.4	NCU09564.5
NCU09565	NCU09565.1	NCU09565.2	NCU09565.3	NCU09565.4	NCU09565.5
NCU09566	NCU09566.1	NCU09566.2	NCU09566.3	NCU09566.4	NCU09566.5
NCU09567	NCU09567.1	NCU09567.2	NCU09567.3	NCU09567.4	NCU09567.5
NCU09568	NCU09568.1	NCU09568.2	NCU09568.3	NCU09568.4	NCU09568.5
NCU09569	NCU09569.1	NCU09569.2	NCU09569.3	NCU09569.4	NCU09569.5
NCU09570	NCU09570.1	NCU09570.2	NCU09570.3	NCU09570.4	NCU09570.5
NCU09571	NCU09571.1	NCU09571.2	NCU09571.3	NCU09571.4	NCU09571.5
NCU09572	NCU09572.1	NCU09572.2	NCU09572.3	NCU09572.4	NCU09572.5
NCU09573	NCU09573.1	NCU09573.2	NCU09573.3	NCU09573.4	NCU09573.5
NCU09574	NCU09574.1	NCU09574.2	NCU09574.3	NCU09574.4	NCU09574.5
NCU09575	NCU09575.1	NCU09575.2	NCU09575.3	NCU09575.4	NCU09575.5
NCU09576	NCU09576.1	NCU09576.2	NCU09576.3	NCU09576.4	NCU09576.5
NCU09577	NCU09577.1	NCU09577.2	NCU09577.3	NCU09577.4	NCU09577.5
NCU09578	NCU09578.1	NCU09578.2	NCU09578.3	NCU09578.4	NCU09578.5
NCU09579	NCU09579.1	NCU09579.2	NCU09579.3	NCU09579.4	NCU09579.5
NCU09580	NCU09580.1	NCU09580.2	NCU09580.3	NCU09580.4	NCU09580.5
NCU09581	NCU09581.1	NCU09581.2	NCU09581.3	NCU09581.4	NCU09581.5
NCU09582	NCU09582.1	NCU09582.2	NCU09582.3	NCU09582.4	NCU09582.5
NCU09584	NCU09584.1	NCU09584.2	NCU09584.3	NCU09584.4	NCU09584.5
NCU09585	NCU09585.1	NCU09585.2	NCU09585.3	NCU09585.4	NCU09585.5
NCU09586	NCU09586.1	NCU09586.2	NCU09586.3	NCU09586.4	NCU09586.5
NCU09587	NCU09587.1	NCU09587.2	NCU09587.3	NCU09587.4	NCU09587.5
NCU09588	NCU09588.1	NCU09588.2	NCU09588.3	NCU09588.4	NCU09588.5
NCU09589	NCU09589.1	NCU09589.2	NCU09589.3	NCU09589.4	NCU09589.5
NCU09590	NCU09590.1	NCU09590.2	NCU09590.3	NCU09590.4	NCU09590.5
NCU09591	NCU09591.1	NCU09591.2	NCU09591.3	NCU09591.4	NCU09591.5
NCU09593	NCU09593.1	NCU09593.2	NCU09593.3	NCU09593.4	NCU09593.5
NCU09594	NCU09594.1	NCU09594.2	NCU09594.3	NCU09594.4	NCU09594.5
NCU09595	NCU09595.1	NCU09595.2	NCU09595.3	NCU09595.4	NCU09595.5
NCU09596	NCU09596.1	NCU09596.2	NCU09596.3	NCU09596.4	NCU09596.5
NCU09597	NCU09597.1	NCU09597.2	NCU09597.3	NCU09597.4	NCU09597.5
NCU09598	NCU09598.1	NCU09598.2	NCU09598.3	NCU09598.4	NCU09598.5
NCU09599	NCU09599.1	NCU09599.2	NCU09599.3	NCU09599.4	NCU09599.5
NCU09600	NCU09600.1	NCU09600.2	NCU09600.3	NCU09600.4	NCU09600.5
NCU09602	NCU09602.1	NCU09602.2	NCU09602.3	NCU09602.4	NCU09602.5
NCU09603	NCU09603.1	NCU09603.2	NCU09603.3	NCU09603.4	NCU09603.5
NCU09604	NCU09604.1	NCU09604.2	NCU09604.3	NCU09604.4	NCU09604.5
NCU09605	NCU09605.1	NCU09605.2	NCU09605.3	NCU09605.4	NCU09605.5
NCU09606	NCU09606.1	NCU09606.2	NCU09606.3	NCU09606.4	NCU09606.5
NCU09608	NCU09608.1	NCU09608.2	NCU09608.3	NCU09608.4	NCU09608.5
NCU09609	NCU09609.1	NCU09609.2	NCU09609.3	NCU09609.4	NCU09609.5
NCU09610	NCU09610.1	NCU09610.2	NCU09610.3	NCU09610.4	NCU09610.5
NCU09611	NCU09611.1	NCU09611.2	NCU09611.3	NCU09611.4	NCU09611.5
NCU09612	NCU09612.1	NCU09612.2	NCU09612.3	NCU09612.4	NCU09612.5
NCU09613	NCU09613.1	NCU09613.2	NCU09613.3	NCU09613.4	NCU09613.5
NCU09615	NCU09615.1	NCU09615.2	NCU09615.3	NCU09615.4	NCU09615.5
NCU09616	NCU09616.1	NCU09616.2	NCU09616.3	NCU09616.4	NCU09616.5
NCU09617	NA	NA	NCU09617.3	NCU09617.4	NCU09617.5
NCU09619	NCU09619.1	NCU09619.2	NCU09619.3	NCU09619.4	NCU09619.5
NCU09620	NCU09620.1	NCU09620.2	NCU09620.3	NCU09620.4	NCU09620.5
NCU09621	NCU09621.1	NCU09621.2	NCU09621.3	NCU09621.4	NCU09621.5
NCU09623	NCU09623.1	NCU09623.2	NCU09623.3	NCU09623.4	NCU09623.5
NCU09627	NCU09627.1	NCU09627.2	NCU09627.3	NCU09627.4	NCU09627.5
NCU09629	NCU09629.1	NCU09629.2	NCU09629.3	NCU09629.4	NCU09629.5
NCU09630	NCU09630.1	NCU09630.2	NCU09630.3	NCU09630.4	NCU09630.5
NCU09631	NCU09631.1	NCU09631.2	NCU09631.3	NCU09631.4	NCU09631.5
NCU09632	NCU09632.1	NCU09632.2	NCU09632.3	NCU09632.4	NCU09632.5
NCU09633	NCU09633.1	NCU09633.2	NA	NCU11908.4	NCU09633.5
NCU09634	NCU09634.1	NCU09634.2	NCU09634.3	NCU09634.4	NCU09634.5
NCU09635	NCU09635.1	NCU09635.2	NCU09635.3	NCU09635.4	NCU09635.5
NCU09636	NCU09636.1	NCU09636.2	NCU09636.3	NCU09636.4	NCU09636.5
NCU09637	NCU09637.1	NCU09637.2	NCU09637.3	NCU09637.4	NCU09637.5
NCU09638	NCU09638.1	NCU09638.2	NCU09638.3	NCU09638.4	NCU09638.5
NCU09639	NCU09639.1	NCU09639.2	NCU09639.3	NCU09639.4	NCU09639.5
NCU09640	NCU09640.1	NCU09640.2	NCU09640.3	NCU09640.4	NCU09640.5
NCU09641	NCU09641.1	NCU09641.2	NCU09641.3	NCU09641.4	NCU09641.5
NCU09642	NCU09642.1	NCU09642.2	NCU09642.3	NCU09642.4	NCU09642.5
NCU09643	NCU09643.1	NCU09643.2	NCU09643.3	NCU09643.4	NCU09643.5
NCU09644	NCU09644.1	NCU09644.2	NCU09644.3	NCU09644.4	NCU09644.5
NCU09645	NCU09645.1	NCU09645.2	NCU09645.3	NCU09645.4	NCU09645.5
NCU09646	NCU09646.1	NCU09646.2	NCU09646.3	NCU09646.4	NCU09646.5
NCU09647	NCU09647.1	NCU09647.2	NCU09647.3	NCU09647.4	NCU09647.5
NCU09648	NCU09648.1	NCU09648.2	NCU09648.3	NCU09648.4	NCU09648.5
NCU09649	NCU09649.1	NCU09649.2	NCU09649.3	NCU09649.4	NCU09649.5
NCU09650	NCU09650.1	NCU09650.2	NCU09650.3	NCU09650.4	NCU09650.5
NCU09651	NCU09651.1	NCU09651.2	NCU09651.3	NCU09651.4	NCU09651.5
NCU09652	NCU09652.1	NCU09652.2	NCU09652.3	NCU09652.4	NCU09652.5
NCU09653	NCU09653.1	NCU09653.2	NCU09653.3	NCU09653.4	NCU09653.5
NCU09654	NCU09654.1	NCU09654.2	NCU09654.3	NCU09654.4	NCU09654.5
NCU09656	NCU09656.1	NCU09656.2	NCU09656.3	NCU09656.4	NCU09656.5
NCU09657	NCU09657.1	NCU09657.2	NCU09657.3	NCU09657.4	NCU09657.5
NCU09658	NCU09658.1	NCU09658.2	NCU09658.3	NCU09658.4	NCU09658.5
NCU09659	NCU09659.1	NCU09659.2	NCU09659.3	NCU09659.4	NCU09659.5
NCU09660	NCU09660.1	NCU09660.2	NCU09660.3	NCU09660.4	NCU09660.5
NCU09663	NCU09663.1	NCU09663.2	NCU09663.3	NCU09663.4	NCU09663.5
NCU09664	NCU09664.1	NCU09664.2	NCU09664.3	NCU09664.4	NCU09664.5
NCU09665	NCU09665.1	NCU09665.2	NCU09665.3	NCU09665.4	NCU09665.5
NCU09667	NCU09667.1	NCU09667.2	NCU09667.3	NCU09667.4	NCU09667.5
NCU09669	NCU09669.1	NA	NA	NCU11620.4	NCU09669.5
NCU09670	NCU09670.1	NCU09670.2	NCU09670.3	NCU11618.4	NCU09670.5
NCU09671	NCU09671.1	NCU09671.2	NCU09671.3	NCU09671.4	NCU09671.5
NCU09672	NCU09672.1	NCU09672.2	NCU09672.3	NCU09672.4	NCU09672.5
NCU09673	NCU09673.1	NCU09673.2	NCU09673.3	NCU09673.4	NCU09673.5
NCU09674	NCU09674.1	NCU09674.2	NCU09674.3	NCU09674.4	NCU09674.5
NCU09676	NCU09676.1	NCU09676.2	NCU09676.3	NCU09676.4	NCU09676.5
NCU09677	NCU09677.1	NCU09677.2	NCU09677.3	NCU09677.4	NCU09677.5
NCU09678	NCU09678.1	NCU09678.2	NCU09678.3	NCU09678.4	NCU09678.5
NCU09679	NCU09679.1	NCU09679.2	NCU09679.3	NCU09679.4	NCU09679.5
NCU09680	NCU09680.1	NCU09680.2	NCU09680.3	NCU09680.4	NCU09680.5
NCU09681	NCU09681.1	NCU09681.2	NCU09681.3	NCU09681.4	NCU09681.5
NCU09682	NCU09682.1	NCU09682.2	NCU09682.3	NCU09682.4	NCU09682.5
NCU09683	NCU09683.1	NCU09683.2	NCU09683.3	NCU09683.4	NCU09683.5
NCU09685	NCU09685.1	NCU09685.2	NCU09685.3	NCU09685.4	NCU09685.5
NCU09686	NCU09686.1	NCU09686.2	NCU09686.3	NCU09686.4	NCU09686.5
NCU09687	NCU09687.1	NCU09687.2	NCU09687.3	NCU09687.4	NCU09687.5
NCU09688	NCU09688.1	NCU09688.2	NCU09688.3	NCU09688.4	NCU09688.5
NCU09689	NCU09689.1	NCU09689.2	NCU09689.3	NCU09689.4	NCU09689.5
NCU09690	NCU09690.1	NCU09690.2	NCU09690.3	NCU09690.4	NCU09690.5
NCU09691	NCU09691.1	NCU09691.2	NCU09691.3	NCU09691.4	NCU09691.5
NCU09692	NCU09692.1	NCU09692.2	NCU09692.3	NCU09692.4	NCU09692.5
NCU09693	NCU09693.1	NCU09693.2	NCU09693.3	NCU09693.4	NCU09693.5
NCU09694	NCU09694.1	NCU09694.2	NCU09694.3	NCU09694.4	NCU09694.5
NCU09695	NCU09695.1	NCU09695.2	NCU09695.3	NCU09695.4	NCU09695.5
NCU09696	NCU09696.1	NCU09696.2	NCU09696.3	NCU09696.4	NCU09696.5
NCU09698	NCU09698.1	NCU09698.2	NCU09698.3	NCU09698.4	NCU09698.5
NCU09699	NCU09699.1	NCU09699.2	NCU09699.3	NCU09699.4	NCU09699.5
NCU09700	NCU09700.1	NCU09700.2	NCU09700.3	NCU09700.4	NCU09700.5
NCU09702	NCU09702.1	NCU09702.2	NCU09702.3	NCU09702.4	NCU09702.5
NCU09703	NCU09703.1	NCU09703.2	NCU09703.3	NCU09703.4	NCU09703.5
NCU09704	NCU09704.1	NCU09704.2	NCU09704.3	NCU09704.4	NCU09704.5
NCU09705	NCU09705.1	NCU09705.2	NCU09705.3	NCU09705.4	NCU09705.5
NCU09706	NCU09706.1	NCU09706.2	NCU09706.3	NCU09706.4	NCU09706.5
NCU09707	NCU09707.1	NCU09707.2	NCU09707.3	NCU09707.4	NCU09707.5
NCU09708	NCU09708.1	NCU09708.2	NCU09708.3	NCU09708.4	NCU09708.5
NCU09709	NCU09709.1	NCU09709.2	NCU09709.3	NCU09709.4	NCU09709.5
NCU09710	NCU09710.1	NCU09710.2	NCU09710.3	NCU09710.4	NCU09710.5
NCU09711	NCU09711.1	NCU09711.2	NCU09711.3	NCU09711.4	NCU09711.5
NCU09712	NCU09712.1	NCU09712.2	NCU09712.3	NCU09712.4	NCU09712.5
NCU09713	NCU09713.1	NCU09713.2	NCU09713.3	NCU09713.4	NCU09713.5
NCU09714	NCU09714.1	NCU09714.2	NCU09714.3	NCU09714.4	NCU09714.5
NCU09715	NCU09715.1	NCU09715.2	NCU09715.3	NCU09715.4	NCU09715.5
NCU09716	NCU09716.1	NCU09716.2	NCU09716.3	NCU09716.4	NCU09716.5
NCU09717	NCU09717.1	NCU09717.2	NCU09717.3	NCU09717.4	NCU09717.5
NCU09718	NCU09718.1	NCU09718.2	NCU09718.3	NCU09718.4	NCU09718.5
NCU09719	NCU09719.1	NCU09719.2	NCU09719.3	NCU09719.4	NCU09719.5
NCU09720	NCU09720.1	NCU09720.2	NCU09720.3	NCU09720.4	NCU09720.5
NCU09721	NCU09721.1	NCU09721.2	NCU09721.3	NCU09721.4	NCU09721.5
NCU09722	NCU09722.1	NCU09722.2	NCU09722.3	NCU09722.4	NCU09722.5
NCU09723	NCU09723.1	NCU09723.2	NCU09723.3	NCU09723.4	NCU09723.5
NCU09724	NCU09724.1	NCU09724.2	NCU09724.3	NCU09724.4	NCU09724.5
NCU09725	NCU09725.1	NCU09725.2	NCU09725.3	NCU09725.4	NCU09725.5
NCU09726	NCU09726.1	NCU09726.2	NCU09726.3	NCU09726.4	NCU09726.5
NCU09727	NCU09727.1	NCU09727.2	NCU09727.3	NCU09727.4	NCU09727.5
NCU09728	NCU09728.1	NCU09728.2	NCU09728.3	NCU09728.4	NCU09728.5
NCU09729	NCU09729.1	NCU09729.2	NCU09729.3	NCU09729.4	NCU09729.5
NCU09730	NCU09730.1	NCU09730.2	NCU09730.3	NCU09730.4	NCU09730.5
NCU09731	NCU09731.1	NCU09731.2	NCU09731.3	NCU09731.4	NCU09731.5
NCU09732	NCU09732.1	NCU09732.2	NCU09732.3	NCU09732.4	NCU09732.5
NCU09733	NCU09733.1	NCU09733.2	NCU09733.3	NCU09733.4	NCU09733.5
NCU09734	NCU09734.1	NCU09734.2	NCU09734.3	NCU09734.4	NCU09734.5
NCU09735	NCU09735.1	NCU09735.2	NCU09735.3	NCU09735.4	NCU09735.5
NCU09736	NCU09736.1	NCU09736.2	NCU09736.3	NCU09736.4	NCU09736.5
NCU09737	NCU09737.1	NCU09737.2	NCU09737.3	NCU09737.4	NCU09737.5
NCU09738	NCU09738.1	NCU09738.2	NCU09738.3	NCU09738.4	NCU09738.5
NCU09739	NCU09739.1	NCU09739.2	NCU09739.3	NCU09739.4	NCU09739.5
NCU09740	NCU09740.1	NCU09740.2	NCU09740.3	NCU09740.4	NCU09740.5
NCU09741	NCU09741.1	NCU09741.2	NCU09741.3	NCU09741.4	NCU09741.5
NCU09742	NCU09742.1	NCU09742.2	NCU09742.3	NCU09742.4	NCU09742.5
NCU09743	NCU09743.1	NCU09743.2	NCU09743.3	NCU09743.4	NCU09743.5
NCU09744	NCU09744.1	NCU09744.2	NCU09744.3	NCU09744.4	NCU09744.5
NCU09745	NCU09745.1	NCU09745.2	NCU09745.3	NCU09745.4	NCU09745.5
NCU09746	NCU09746.1	NCU09746.2	NCU09746.3	NCU09746.4	NCU09746.5
NCU09747	NCU09747.1	NCU09747.2	NCU09747.3	NCU09747.4	NCU09747.5
NCU09748	NCU09748.1	NCU09748.2	NCU09748.3	NCU09748.4	NCU09748.5
NCU09754	NCU09754.1	NCU09754.2	NCU09754.3	NCU09754.4	NCU09754.5
NCU09755	NCU09755.1	NCU09755.2	NCU09755.3	NCU09755.4	NCU09755.5
NCU09756	NCU09756.1	NCU09756.2	NCU09756.3	NCU09756.4	NCU09756.5
NCU09757	NCU09757.1	NCU09757.2	NCU09757.3	NCU09757.4	NCU09757.5
NCU09758	NCU09758.1	NCU09758.2	NCU09758.3	NCU09758.4	NCU09758.5
NCU09759	NCU09759.1	NCU09759.2	NCU09759.3	NCU09759.4	NCU09759.5
NCU09760	NCU09760.1	NCU09760.2	NCU09760.3	NCU09760.4	NCU09760.5
NCU09761	NCU09761.1	NCU09761.2	NCU09761.3	NCU09761.4	NCU09761.5
NCU09762	NCU09762.1	NCU09762.2	NCU09762.3	NCU09762.4	NCU09762.5
NCU09764	NCU09764.1	NCU09764.2	NCU09764.3	NCU09764.4	NCU09764.5
NCU09765	NCU09765.1	NCU09765.2	NCU09765.3	NCU09765.4	NCU09765.5
NCU09766	NCU09766.1	NCU09766.2	NCU09766.3	NCU09766.4	NCU09766.5
NCU09767	NCU09767.1	NCU09767.2	NCU09767.3	NCU09767.4	NCU09767.5
NCU09768	NCU09768.1	NCU09768.2	NCU09768.3	NCU09768.4	NCU09768.5
NCU09770	NCU09770.1	NCU09770.2	NCU09770.3	NCU09770.4	NCU09770.5
NCU09771	NCU09771.1	NCU09771.2	NCU09771.3	NCU09771.4	NCU09771.5
NCU09772	NCU09772.1	NCU09772.2	NCU09772.3	NCU09772.4	NCU09772.5
NCU09773	NCU09773.1	NCU09773.2	NCU09773.3	NCU09773.4	NCU09773.5
NCU09774	NCU09774.1	NCU09774.2	NCU09774.3	NCU09774.4	NCU09774.5
NCU09775	NCU09775.1	NCU09775.2	NCU09775.3	NCU09775.4	NCU09775.5
NCU09776	NCU09776.1	NCU09776.2	NCU09776.3	NCU09776.4	NCU09776.5
NCU09777	NCU09777.1	NCU09777.2	NCU09777.3	NCU09777.4	NCU09777.5
NCU09778	NCU09778.1	NCU09778.2	NCU09778.3	NCU09778.4	NCU09778.5
NCU09779	NCU09779.1	NCU09779.2	NCU09779.3	NCU09779.4	NCU09779.5
NCU09780	NCU09780.1	NCU09780.2	NCU09780.3	NCU09780.4	NCU09780.5
NCU09781	NCU09781.1	NCU09781.2	NCU09781.3	NCU09781.4	NCU09781.5
NCU09782	NCU09782.1	NCU09782.2	NCU09782.3	NCU09782.4	NCU09782.5
NCU09783	NCU09783.1	NCU09783.2	NCU09783.3	NCU09783.4	NCU09783.5
NCU09784	NCU09784.1	NCU09784.2	NCU09784.3	NCU09784.4	NCU09784.5
NCU09785	NCU09785.1	NCU09785.2	NCU09785.3	NCU09785.4	NCU09785.5
NCU09786	NCU09786.1	NCU09786.2	NCU09786.3	NCU09786.4	NCU09786.5
NCU09787	NCU09787.1	NCU09787.2	NCU09787.3	NCU09787.4	NCU09787.5
NCU09788	NCU09788.1	NCU09788.2	NCU09788.3	NCU09788.4	NCU09788.5
NCU09789	NCU09789.1	NCU09789.2	NCU09789.3	NCU09789.4	NCU09789.5
NCU09790	NCU09790.1	NCU09790.2	NCU09790.3	NCU09790.4	NCU09790.5
NCU09791	NCU09791.1	NCU09791.2	NCU09791.3	NCU09791.4	NCU09791.5
NCU09792	NCU09792.1	NCU09792.2	NCU09792.3	NCU09792.4	NCU09792.5
NCU09793	NCU09793.1	NCU09793.2	NCU09793.3	NCU09793.4	NCU09793.5
NCU09794	NCU09794.1	NCU09794.2	NCU09794.3	NCU09794.4	NCU09794.5
NCU09795	NCU09795.1	NCU09795.2	NCU09795.3	NCU09795.4	NCU09795.5
NCU09796	NCU09796.1	NCU09796.2	NCU09796.3	NCU09796.4	NCU09796.5
NCU09797	NCU09797.1	NCU09797.2	NCU09797.3	NCU09797.4	NCU09797.5
NCU09798	NCU09798.1	NCU09798.2	NCU09798.3	NCU09798.4	NCU09798.5
NCU09799	NCU09799.1	NCU09799.2	NCU09799.3	NCU09799.4	NCU09799.5
NCU09800	NCU09800.1	NCU09800.2	NCU09800.3	NCU09800.4	NCU09800.5
NCU09802	NCU09802.1	NCU09802.2	NCU09802.3	NCU09802.4	NCU09802.5
NCU09803	NCU09803.1	NCU09803.2	NCU09803.3	NCU09803.4	NCU09803.5
NCU09804	NCU09804.1	NCU09804.2	NCU09804.3	NCU09804.4	NCU09804.5
NCU09805	NCU09805.1	NCU09805.2	NCU09805.3	NCU09805.4	NCU09805.5
NCU09806	NCU09806.1	NCU09806.2	NCU09806.3	NCU09806.4	NCU09806.5
NCU09807	NCU09807.1	NCU09807.2	NCU09807.3	NCU09807.4	NCU09807.5
NCU09808	NCU09808.1	NCU09808.2	NCU09808.3	NCU09808.4	NCU09808.5
NCU09809	NCU09809.1	NCU09809.2	NCU09809.3	NCU09809.4	NCU09809.5
NCU09810	NCU09810.1	NCU09810.2	NCU09810.3	NCU09810.4	NCU09810.5
NCU09811	NCU09811.1	NCU09811.2	NCU09811.3	NCU09811.4	NCU09811.5
NCU09812	NCU09812.1	NCU09812.2	NCU09812.3	NCU09812.4	NCU09812.5
NCU09813	NCU09813.1	NCU09813.2	NCU09813.3	NCU09813.4	NCU09813.5
NCU09814	NCU09814.1	NCU09814.2	NCU09814.3	NCU09814.4	NCU09814.5
NCU09815	NCU09815.1	NCU09815.2	NCU09815.3	NCU09815.4	NCU09815.5
NCU09816	NCU09816.1	NCU09816.2	NCU09816.3	NCU09816.4	NCU09816.5
NCU09817	NCU09817.1	NCU09817.2	NCU09817.3	NCU09817.4	NCU09817.5
NCU09818	NCU09818.1	NCU09818.2	NCU09818.3	NCU09818.4	NCU09818.5
NCU09819	NCU09819.1	NCU09819.2	NCU09819.3	NCU09819.4	NCU09819.5
NCU09820	NCU09820.1	NCU09820.2	NCU09820.3	NCU09820.4	NCU09820.5
NCU09821	NCU09821.1	NCU09821.2	NCU09821.3	NCU09821.4	NCU09821.5
NCU09823	NCU09823.1	NCU09823.2	NCU09823.3	NCU09823.4	NCU09823.5
NCU09824	NCU09824.1	NCU09824.2	NCU09824.3	NCU09824.4	NCU09824.5
NCU09825	NCU09825.1	NCU09825.2	NCU09825.3	NCU09825.4	NCU09825.5
NCU09826	NCU09826.1	NCU09826.2	NCU09826.3	NCU09826.4	NCU09826.5
NCU09827	NCU09827.1	NCU09827.2	NCU09827.3	NCU09827.4	NCU09827.5
NCU09828	NCU09828.1	NCU09828.2	NCU09828.3	NCU09828.4	NCU09828.5
NCU09829	NCU09829.1	NCU09829.2	NCU09829.3	NCU09829.4	NCU09829.5
NCU09830	NCU09830.1	NCU09830.2	NCU09830.3	NCU09830.4	NCU09830.5
NCU09831	NCU09831.1	NCU09831.2	NCU09831.3	NCU09831.4	NCU09831.5
NCU09832	NCU09832.1	NCU09832.2	NCU09832.3	NCU09832.4	NCU09832.5
NCU09834	NCU09834.1	NCU09834.2	NCU09834.3	NCU09834.4	NCU09834.5
NCU09835	NCU09835.1	NCU09835.2	NCU09835.3	NCU09835.4	NCU09835.5
NCU09836	NCU09836.1	NCU09836.2	NCU09836.3	NCU09836.4	NCU09836.5
NCU09837	NCU09837.1	NCU09837.2	NCU09837.3	NCU09837.4	NCU09837.5
NCU09838	NCU09838.1	NCU09838.2	NCU09838.3	NCU09838.4	NCU09838.5
NCU09839	NCU09839.1	NCU09839.2	NCU09839.3	NCU09839.4	NCU09839.5
NCU09841	NCU09841.1	NCU09841.2	NCU09841.3	NCU09841.4	NCU09841.5
NCU09842	NCU09842.1	NCU09842.2	NCU11376.3	NCU11685.4	NCU09842.5
NCU09843	NCU09843.1	NCU09843.2	NCU09843.3	NCU09843.4	NCU09843.5
NCU09844	NCU09844.1	NCU09844.2	NCU09844.3	NCU09844.4	NCU09844.5
NCU09845	NCU09845.1	NCU09845.2	NCU09845.3	NCU09845.4	NCU09845.5
NCU09846	NCU09846.1	NCU09846.2	NCU09846.3	NCU09846.4	NCU09846.5
NCU09847	NCU09847.1	NCU09847.2	NCU09847.3	NCU09847.4	NCU09847.5
NCU09848	NCU09848.1	NCU09848.2	NCU09848.3	NCU09848.4	NCU09848.5
NCU09851	NCU09851.1	NCU09851.2	NCU09851.3	NCU09851.4	NCU09851.5
NCU09852	NCU09852.1	NCU09852.2	NCU09852.3	NCU09852.4	NCU09852.5
NCU09853	NCU09853.1	NCU09853.2	NCU09853.3	NCU09853.4	NCU09853.5
NCU09854	NCU09854.1	NCU09854.2	NCU09854.3	NCU09854.4	NCU09854.5
NCU09855	NCU09855.1	NCU09855.2	NCU09855.3	NCU09855.4	NCU09855.5
NCU09856	NCU09856.1	NCU09856.2	NCU09856.3	NCU09856.4	NCU09856.5
NCU09857	NCU09857.1	NCU09857.2	NCU09857.3	NCU09857.4	NCU09857.5
NCU09858	NCU09858.1	NCU09858.2	NCU09858.3	NCU09858.4	NCU09858.5
NCU09859	NCU09859.1	NCU09859.2	NCU09859.3	NCU09859.4	NCU09859.5
NCU09860	NCU09860.1	NCU09860.2	NCU09860.3	NCU09860.4	NCU09860.5
NCU09861	NCU09861.1	NCU09861.2	NCU09861.3	NCU09861.4	NCU09861.5
NCU09862	NCU09862.1	NCU09862.2	NCU09862.3	NCU09862.4	NCU09862.5
NCU09863	NCU09863.1	NCU09863.2	NCU09863.3	NCU09863.4	NCU09863.5
NCU09864	NCU09864.1	NCU09864.2	NCU09864.3	NCU09864.4	NCU09864.5
NCU09865	NCU09865.1	NCU09865.2	NCU09865.3	NCU09865.4	NCU09865.5
NCU09866	NCU09866.1	NCU09866.2	NCU09866.3	NCU09866.4	NCU09866.5
NCU09867	NCU09867.1	NCU09867.2	NCU09867.3	NCU09867.4	NCU09867.5
NCU09868	NCU09868.1	NCU09868.2	NCU09868.3	NCU09868.4	NCU09868.5
NCU09869	NCU09869.1	NCU09869.2	NCU09869.3	NCU09869.4	NCU09869.5
NCU09870	NCU09870.1	NCU09870.2	NCU09870.3	NCU09870.4	NCU09870.5
